FLUKE 54-II,   V1.5,   
Start Time,Stop Time,Elapsed Time,Interval,Total readings,Thermocouple Type,Scaling
1/26/2021 12:28:03 AM,1/26/2021 8:46:03 AM,8:18:00,0:01:00,499,K,(none)
,Max Time Stamp,Max,,Average,,Min,,Min Time Stamp,Offset
T1,1/26/2021 8:27:03 AM,70.1,°F,69.2,°F,68.1,°F,1/26/2021 12:30:03 AM,0.0 °F
T2,1/26/2021 8:13:03 AM,70.3,°F,69.3,°F,68.5,°F,1/26/2021 2:42:03 AM,0.0 °F
T1-T2,1/26/2021 1:29:03 AM,0.2,°F,-0.1,°F,-1.2,°F,1/26/2021 12:30:03 AM,
Reading,T1,,T2,,T1-T2,,Time Stamp
321,69.2,°F,69.7,°F,-0.5,°F,1/26/2021 5:48:03 AM
322,69.2,°F,69.7,°F,-0.5,°F,1/26/2021 5:49:03 AM
323,69.3,°F,69.7,°F,-0.4,°F,1/26/2021 5:50:03 AM
324,69.3,°F,69.7,°F,-0.4,°F,1/26/2021 5:51:03 AM
325,69.3,°F,69.7,°F,-0.4,°F,1/26/2021 5:52:03 AM
326,69.3,°F,69.7,°F,-0.4,°F,1/26/2021 5:53:03 AM
327,69.3,°F,69.7,°F,-0.4,°F,1/26/2021 5:54:03 AM
328,69.3,°F,69.7,°F,-0.4,°F,1/26/2021 5:55:03 AM
329,69.3,°F,69.7,°F,-0.4,°F,1/26/2021 5:56:03 AM
330,69.4,°F,69.7,°F,-0.3,°F,1/26/2021 5:57:03 AM
331,69.4,°F,69.7,°F,-0.3,°F,1/26/2021 5:58:03 AM
332,69.4,°F,69.7,°F,-0.3,°F,1/26/2021 5:59:03 AM
333,69.4,°F,69.7,°F,-0.3,°F,1/26/2021 6:00:03 AM
334,69.4,°F,69.7,°F,-0.3,°F,1/26/2021 6:01:03 AM
335,69.4,°F,69.7,°F,-0.3,°F,1/26/2021 6:02:03 AM
336,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:03:03 AM
337,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:04:03 AM
338,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:05:03 AM
339,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:06:03 AM
340,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:07:03 AM
341,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:08:03 AM
342,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:09:03 AM
343,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:10:03 AM
344,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:11:03 AM
345,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:12:03 AM
346,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:13:03 AM
347,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:14:03 AM
348,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:15:03 AM
349,69.5,°F,69.6,°F,-0.1,°F,1/26/2021 6:16:03 AM
350,69.5,°F,69.6,°F,-0.1,°F,1/26/2021 6:17:03 AM
351,69.5,°F,69.6,°F,-0.1,°F,1/26/2021 6:18:03 AM
352,69.5,°F,69.6,°F,-0.1,°F,1/26/2021 6:19:03 AM
353,69.5,°F,69.6,°F,-0.1,°F,1/26/2021 6:20:03 AM
354,69.5,°F,69.6,°F,-0.1,°F,1/26/2021 6:21:03 AM
355,69.5,°F,69.6,°F,-0.1,°F,1/26/2021 6:22:03 AM
356,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:23:03 AM
357,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:24:03 AM
358,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:25:03 AM
359,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:26:03 AM
360,69.5,°F,69.7,°F,-0.2,°F,1/26/2021 6:27:03 AM
361,69.5,°F,69.8,°F,-0.3,°F,1/26/2021 6:28:03 AM
362,69.5,°F,69.8,°F,-0.3,°F,1/26/2021 6:29:03 AM
363,69.5,°F,69.9,°F,-0.4,°F,1/26/2021 6:30:03 AM
364,69.5,°F,69.9,°F,-0.4,°F,1/26/2021 6:31:03 AM
365,69.5,°F,69.9,°F,-0.4,°F,1/26/2021 6:32:03 AM
366,69.5,°F,69.9,°F,-0.4,°F,1/26/2021 6:33:03 AM
367,69.5,°F,69.9,°F,-0.4,°F,1/26/2021 6:34:03 AM
368,69.5,°F,69.9,°F,-0.4,°F,1/26/2021 6:35:03 AM
369,69.5,°F,69.9,°F,-0.4,°F,1/26/2021 6:36:03 AM
370,69.5,°F,69.9,°F,-0.4,°F,1/26/2021 6:37:03 AM
371,69.6,°F,70,°F,-0.4,°F,1/26/2021 6:38:03 AM
372,69.6,°F,70,°F,-0.4,°F,1/26/2021 6:39:03 AM
373,69.6,°F,70,°F,-0.4,°F,1/26/2021 6:40:03 AM
374,69.6,°F,70,°F,-0.4,°F,1/26/2021 6:41:03 AM
375,69.6,°F,70,°F,-0.4,°F,1/26/2021 6:42:03 AM
376,69.6,°F,70,°F,-0.4,°F,1/26/2021 6:43:03 AM
377,69.7,°F,70,°F,-0.3,°F,1/26/2021 6:44:03 AM
378,69.7,°F,70,°F,-0.3,°F,1/26/2021 6:45:03 AM
379,69.7,°F,70,°F,-0.3,°F,1/26/2021 6:46:03 AM
380,69.7,°F,70,°F,-0.3,°F,1/26/2021 6:47:03 AM
381,69.7,°F,70,°F,-0.3,°F,1/26/2021 6:48:03 AM
382,69.7,°F,70,°F,-0.3,°F,1/26/2021 6:49:03 AM
383,69.7,°F,70,°F,-0.3,°F,1/26/2021 6:50:03 AM
384,69.7,°F,70,°F,-0.3,°F,1/26/2021 6:51:03 AM
385,69.7,°F,70,°F,-0.3,°F,1/26/2021 6:52:03 AM
386,69.7,°F,70,°F,-0.3,°F,1/26/2021 6:53:03 AM
387,69.7,°F,69.9,°F,-0.2,°F,1/26/2021 6:54:03 AM
388,69.7,°F,70,°F,-0.3,°F,1/26/2021 6:55:03 AM
389,69.7,°F,69.9,°F,-0.2,°F,1/26/2021 6:56:03 AM
390,69.7,°F,69.9,°F,-0.2,°F,1/26/2021 6:57:03 AM
391,69.7,°F,69.9,°F,-0.2,°F,1/26/2021 6:58:03 AM
392,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 6:59:03 AM
393,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:00:03 AM
394,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:01:03 AM
395,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:02:03 AM
396,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:03:03 AM
397,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:04:03 AM
398,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:05:03 AM
399,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:06:03 AM
400,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:07:03 AM
401,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:08:03 AM
402,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:09:03 AM
403,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:10:03 AM
404,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:11:03 AM
405,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:12:03 AM
406,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:13:03 AM
407,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:14:03 AM
408,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:15:03 AM
409,69.8,°F,69.9,°F,-0.1,°F,1/26/2021 7:16:03 AM
410,69.8,°F,70,°F,-0.2,°F,1/26/2021 7:17:03 AM
411,69.8,°F,70,°F,-0.2,°F,1/26/2021 7:18:03 AM
412,69.8,°F,70.1,°F,-0.3,°F,1/26/2021 7:19:03 AM
413,69.8,°F,70.1,°F,-0.3,°F,1/26/2021 7:20:03 AM
414,69.8,°F,70.1,°F,-0.3,°F,1/26/2021 7:21:03 AM
415,69.8,°F,70.1,°F,-0.3,°F,1/26/2021 7:22:03 AM
416,69.8,°F,70.1,°F,-0.3,°F,1/26/2021 7:23:03 AM
417,69.8,°F,70.1,°F,-0.3,°F,1/26/2021 7:24:03 AM
418,69.8,°F,70.2,°F,-0.4,°F,1/26/2021 7:25:03 AM
419,69.8,°F,70.2,°F,-0.4,°F,1/26/2021 7:26:03 AM
420,69.8,°F,70.2,°F,-0.4,°F,1/26/2021 7:27:03 AM
421,69.8,°F,70.2,°F,-0.4,°F,1/26/2021 7:28:03 AM
422,69.8,°F,70.2,°F,-0.4,°F,1/26/2021 7:29:03 AM
423,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:30:03 AM
424,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:31:03 AM
425,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:32:03 AM
426,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:33:03 AM
427,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:34:03 AM
428,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:35:03 AM
429,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:36:03 AM
430,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:37:03 AM
431,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:38:03 AM
432,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:39:03 AM
433,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:40:03 AM
434,69.9,°F,70.1,°F,-0.2,°F,1/26/2021 7:41:03 AM
435,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 7:42:03 AM
436,69.9,°F,70.1,°F,-0.2,°F,1/26/2021 7:43:03 AM
437,69.9,°F,70.1,°F,-0.2,°F,1/26/2021 7:44:03 AM
438,69.9,°F,70.1,°F,-0.2,°F,1/26/2021 7:45:03 AM
439,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:46:03 AM
440,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:47:03 AM
441,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:48:03 AM
442,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:49:03 AM
443,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:50:03 AM
444,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:51:03 AM
445,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:52:03 AM
446,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:53:03 AM
447,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:54:03 AM
448,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:55:03 AM
449,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:56:03 AM
450,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:57:03 AM
451,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:58:03 AM
452,70,°F,70.1,°F,-0.1,°F,1/26/2021 7:59:03 AM
453,69.9,°F,70,°F,-0.1,°F,1/26/2021 8:00:03 AM
454,70,°F,70,°F,0,°F,1/26/2021 8:01:03 AM
455,70,°F,70,°F,0,°F,1/26/2021 8:02:03 AM
456,69.9,°F,70,°F,-0.1,°F,1/26/2021 8:03:03 AM
457,69.9,°F,70,°F,-0.1,°F,1/26/2021 8:04:03 AM
458,69.9,°F,70,°F,-0.1,°F,1/26/2021 8:05:03 AM
459,69.9,°F,70.1,°F,-0.2,°F,1/26/2021 8:06:03 AM
460,69.9,°F,70.1,°F,-0.2,°F,1/26/2021 8:07:03 AM
461,69.9,°F,70.1,°F,-0.2,°F,1/26/2021 8:08:03 AM
462,69.9,°F,70.1,°F,-0.2,°F,1/26/2021 8:09:03 AM
463,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 8:10:03 AM
464,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 8:11:03 AM
465,69.9,°F,70.2,°F,-0.3,°F,1/26/2021 8:12:03 AM
466,69.9,°F,70.3,°F,-0.4,°F,1/26/2021 8:13:03 AM
467,69.9,°F,70.3,°F,-0.4,°F,1/26/2021 8:14:03 AM
468,69.9,°F,70.3,°F,-0.4,°F,1/26/2021 8:15:03 AM
469,69.9,°F,70.3,°F,-0.4,°F,1/26/2021 8:16:03 AM
470,69.9,°F,70.3,°F,-0.4,°F,1/26/2021 8:17:03 AM
471,69.9,°F,70.3,°F,-0.4,°F,1/26/2021 8:18:03 AM
472,69.9,°F,70.3,°F,-0.4,°F,1/26/2021 8:19:03 AM
473,70,°F,70.3,°F,-0.3,°F,1/26/2021 8:20:03 AM
474,70,°F,70.3,°F,-0.3,°F,1/26/2021 8:21:03 AM
475,70,°F,70.3,°F,-0.3,°F,1/26/2021 8:22:03 AM
476,70,°F,70.3,°F,-0.3,°F,1/26/2021 8:23:03 AM
477,70,°F,70.3,°F,-0.3,°F,1/26/2021 8:24:03 AM
478,70,°F,70.3,°F,-0.3,°F,1/26/2021 8:25:03 AM
479,70,°F,70.3,°F,-0.3,°F,1/26/2021 8:26:03 AM
480,70.1,°F,70.3,°F,-0.2,°F,1/26/2021 8:27:03 AM
481,70.1,°F,70.3,°F,-0.2,°F,1/26/2021 8:28:03 AM
482,70.1,°F,70.3,°F,-0.2,°F,1/26/2021 8:29:03 AM
483,70.1,°F,70.3,°F,-0.2,°F,1/26/2021 8:30:03 AM
484,70.1,°F,70.3,°F,-0.2,°F,1/26/2021 8:31:03 AM
485,70.1,°F,70.3,°F,-0.2,°F,1/26/2021 8:32:03 AM
486,70.1,°F,70.3,°F,-0.2,°F,1/26/2021 8:33:03 AM
487,70.1,°F,70.2,°F,-0.1,°F,1/26/2021 8:34:03 AM
488,70.1,°F,70.2,°F,-0.1,°F,1/26/2021 8:35:03 AM
489,70.1,°F,70.2,°F,-0.1,°F,1/26/2021 8:36:03 AM
490,70.1,°F,70.2,°F,-0.1,°F,1/26/2021 8:37:03 AM
491,70.1,°F,70.2,°F,-0.1,°F,1/26/2021 8:38:03 AM
492,70.1,°F,70.2,°F,-0.1,°F,1/26/2021 8:39:03 AM
493,70.1,°F,70.2,°F,-0.1,°F,1/26/2021 8:40:03 AM
494,70.1,°F,70.1,°F,0,°F,1/26/2021 8:41:03 AM
495,70.1,°F,70.2,°F,-0.1,°F,1/26/2021 8:42:03 AM
496,70.1,°F,70.2,°F,-0.1,°F,1/26/2021 8:43:03 AM
497,70.1,°F,70.1,°F,0,°F,1/26/2021 8:44:03 AM
498,70.1,°F,70.1,°F,0,°F,1/26/2021 8:45:03 AM
499,70.1,°F,70.1,°F,0,°F,1/26/2021 8:46:03 AM
